01 Año,02 Mes,04 Id Cargo,03 Orden,05 Puesto,06 Id,07 Valor,08 KPI,09 Resultado,10 Objetivo,11 Valor Real,12 Calificacion,13 Tendencia,14 Parametros,15 Suma Valor,16 Suma Calificacion,17 Calificacion General
2026,3,308,10,JEFATURA DE MANTENIMIENTO,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,4 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,85,75.2,88.5 %
2026,3,308,9,JEFATURA DE MANTENIMIENTO,102 s,5,"AUDITORIA DE 5'S EN EL ÁREA DE MANTENIMIENTO",73.5 % ,100 % ,73.5 % ,3.7,3,Resultado Logrado,85,75.2,88.5 %
2026,3,308,1,JEFATURA DE MANTENIMIENTO,3801,20,CUMPLIMIENTO  DEL PLAN DE <BR> MANTENIMIENTO PREVENTIVO VS CALENDARIO,96 % ,100 % ,96 % ,19.2,3,Resultado Logrado,85,75.2,88.5 %
2026,3,308,4,JEFATURA DE MANTENIMIENTO,3804,10,MANTENIMIENTO AUTÓNOMO,99.6 % ,100 % ,99.6 % ,10,3,Resultado Logrado,85,75.2,88.5 %
2026,3,308,5,JEFATURA DE MANTENIMIENTO,3805,5,CONTROLAR Y ADMINISTRAR INVENTARIOS DE MAQUINARIA,1 maquinas ,0 maquinas ,0 % ,0,4,,85,75.2,88.5 %
2026,3,308,2,JEFATURA DE MANTENIMIENTO,3802,15,ADMINISTRAR EL MANTENIMIENTO CORRECTIVO,98.9 % ,100 % ,98.9 % ,14.8,3,Resultado Logrado,85,75.2,88.5 %
2026,3,308,8,JEFATURA DE MANTENIMIENTO,101 dh,,AUDITORIAS INTERNAS DE MANTENIMIENTO,NA , , ,,0,,85,75.2,88.5 %
2026,3,308,3,JEFATURA DE MANTENIMIENTO,3803,15,MANTENIMIENTO PREDICTIVO,90 % ,100 % ,90 % ,13.5,3,Resultado Logrado,85,75.2,88.5 %
2026,3,308,7,JEFATURA DE MANTENIMIENTO,3807,5,COMPARATIVO DEL GASTO REAL CONTRA LO PLANEADO,-28 % ,5 % ,100 % ,5,2,,85,75.2,88.5 %
2026,3,308,11,JEFATURA DE MANTENIMIENTO,1005,,GPTW,NA , , ,,0,,85,75.2,88.5 %
2026,3,308,6,JEFATURA DE MANTENIMIENTO,3806,5,CONTROLAR Y ADMINISTRAR INVENTARIOS DE REFACCIONES,0 items ,5 item ,100 % ,5,2,,85,75.2,88.5 %
2026,3,303,12,JEFATURA DE PRODUCCIÓN ACCESORIOS,3310,1.25,EFECTIVIDAD EN ENTREGAS A PT BILLETERAS ( ANTIGÜEDAD DE LOTES EN WIP ),90.7 % ,100 % ,90.7 % ,1.1,3,Resultado Logrado,85,85.1,100.1 %
2026,3,303,25,JEFATURA DE PRODUCCIÓN ACCESORIOS,3321,5,REPROCESOS EN PLANTA ( LINEAS DE ACCESORIOS ),3.1 % ,5 % ,100 % ,5,2,5 %  -  100 %<BR>6.5 %  -  80 %<BR>8 %  -  60 %,85,85.1,100.1 %
2026,3,303,28,JEFATURA DE PRODUCCIÓN ACCESORIOS,102 n,5,"AUDITORIA DE 5'S EN EL ÁREA DE ACCESORIOS",95.9 % ,100 % ,95.9 % ,4.8,3,Resultado Logrado,85,85.1,100.1 %
2026,3,303,27,JEFATURA DE PRODUCCIÓN ACCESORIOS,101 dc,,AUDITORIAS INTERNAS DE PRODUCCIÓN ACCESORIOS,NA , , ,,0,,85,85.1,100.1 %
2026,3,303,22,JEFATURA DE PRODUCCIÓN ACCESORIOS,3318,1.75,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BOLSAS,$ 332.99 ,$ 338.81 ,100 % ,1.8,2,,85,85.1,100.1 %
2026,3,303,2,JEFATURA DE PRODUCCIÓN ACCESORIOS,3301,3.75,DÍAS DE WIP CINTOS,5.9 dias ,7 dias ,100 % ,3.8,2,7 dias  -  100 %<BR>8 dias  -  80 %<BR>9 dias  -  60 %,85,85.1,100.1 %
2026,3,303,24,JEFATURA DE PRODUCCIÓN ACCESORIOS,3320,1.25,EFECTIVIDAD EN ENTREGAS A PT BOLSAS ( ANTIGÜEDAD DE LOTES EN WIP ),89.8 % ,100 % ,89.8 % ,1.1,3,Resultado Logrado,85,85.1,100.1 %
2026,3,303,13,JEFATURA DE PRODUCCIÓN ACCESORIOS,3004,5.5,PRODUCTIVIDAD DE CHAMARRAS,"2,763 pzs ","2,584 pzs ",106.9 % ,5.5,1,Mayor al 70 %,85,85.1,100.1 %
2026,3,303,9,JEFATURA DE PRODUCCIÓN ACCESORIOS,3307,1.75,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BILLETERAS ),4.35 pzs/hom ,4.19 pzs/hom ,100 % ,1.8,1,,85,85.1,100.1 %
2026,3,303,26,JEFATURA DE PRODUCCIÓN ACCESORIOS,3322,7,BAJAS DE CALIDAD EN PRODUCCIÓN ( LINEAS DE ACCESORIOS ),0 % ,0.5 % ,100 % ,7,2,0.5 %  -  100 %<BR>1 %  -  80 %<BR>1.5 %  -  60 %,85,85.1,100.1 %
2026,3,303,11,JEFATURA DE PRODUCCIÓN ACCESORIOS,3309,1.75,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> EN MATERIALES DIRECTOS E INDIRECTOS DE BILLETERAS,100 % ,95 % ,100 % ,1.8,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,85,85.1,100.1 %
2026,3,303,10,JEFATURA DE PRODUCCIÓN ACCESORIOS,3308,1.75,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BILLETERAS,$ 120.34 ,$ 124.01 ,100 % ,1.8,2,,85,85.1,100.1 %
2026,3,303,23,JEFATURA DE PRODUCCIÓN ACCESORIOS,3319,1.75,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> EN MATERIALES DIRECTOS E INDIRECTOS DE BOLSAS,100 % ,95 % ,100 % ,1.8,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,85,85.1,100.1 %
2026,3,303,3,JEFATURA DE PRODUCCIÓN ACCESORIOS,3302,1.75,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CINTOS ),108 pzs/hom ,92 pzs/hom ,100 % ,1.8,1,,85,85.1,100.1 %
2026,3,303,19,JEFATURA DE PRODUCCIÓN ACCESORIOS,3005,5.5,PRODUCTIVIDAD DE BOLSAS,"3,582 pzs ","3,572 pzs ",100.3 % ,5.5,1,Mayor al 70 %,85,85.1,100.1 %
2026,3,303,6,JEFATURA DE PRODUCCIÓN ACCESORIOS,3305,1.25,EFECTIVIDAD EN ENTREGAS A PT CINTOS ( ANTIGÜEDAD DE LOTES EN WIP ),96.9 % ,100 % ,96.9 % ,1.2,3,Resultado Logrado,85,85.1,100.1 %
2026,3,303,16,JEFATURA DE PRODUCCIÓN ACCESORIOS,3313,1.75,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CHAMARRAS,$ 464.46 ,$ 529.21 ,100 % ,1.8,2,,85,85.1,100.1 %
2026,3,303,8,JEFATURA DE PRODUCCIÓN ACCESORIOS,3306,3.75,DÍAS DE WIP BILLETERAS,6.0 dias ,7 dias ,100 % ,3.8,2,7 dias  -  100 %<BR>8 dias  -  80 %<BR>9 dias  -  60 %,85,85.1,100.1 %
2026,3,303,5,JEFATURA DE PRODUCCIÓN ACCESORIOS,3304,1.75,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> EN MATERIALES DIRECTOS E INDIRECTOS DE CINTOS,100 % ,95 % ,100 % ,1.8,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,85,85.1,100.1 %
2026,3,303,1,JEFATURA DE PRODUCCIÓN ACCESORIOS,3002,5.5,PRODUCTIVIDAD DE CINTOS,"15,395 pzs ","15,770 pzs ",97.6 % ,5.4,3,Mayor al 70 %,85,85.1,100.1 %
2026,3,303,15,JEFATURA DE PRODUCCIÓN ACCESORIOS,3312,1.75,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CHAMARRAS ),1.38 pzs/hom ,1.12 pzs/hom ,100 % ,1.8,1,,85,85.1,100.1 %
2026,3,303,4,JEFATURA DE PRODUCCIÓN ACCESORIOS,3303,1.75,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CINTOS,$ 50.99 ,$ 51.11 ,100 % ,1.8,2,,85,85.1,100.1 %
2026,3,303,17,JEFATURA DE PRODUCCIÓN ACCESORIOS,3314,1.75,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> EN MATERIALES DIRECTOS E INDIRECTOS DE CHAMARRAS,100 % ,95 % ,100 % ,1.8,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,85,85.1,100.1 %
2026,3,303,29,JEFATURA DE PRODUCCIÓN ACCESORIOS,103 c,5,ROTACIÓN DE PERSONAL DE ACCESORIOS,1.7 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,85,85.1,100.1 %
2026,3,303,21,JEFATURA DE PRODUCCIÓN ACCESORIOS,3317,1.75,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BOLSAS ),1.68 pzs/hom ,1.60 pzs/hom ,100 % ,1.8,1,,85,85.1,100.1 %
2026,3,303,14,JEFATURA DE PRODUCCIÓN ACCESORIOS,3311,3.75,DÍAS DE WIP CHAMARRAS,6.3 dias ,7 dias ,100 % ,3.8,2,7 dias  -  100 %<BR>8 dias  -  80 %<BR>9 dias  -  60 %,85,85.1,100.1 %
2026,3,303,18,JEFATURA DE PRODUCCIÓN ACCESORIOS,3315,1.25,EFECTIVIDAD EN ENTREGAS A PT CHAMARRAS ( ANTIGÜEDAD DE LOTES EN WIP ),93.9 % ,100 % ,93.9 % ,1.2,3,Resultado Logrado,85,85.1,100.1 %
2026,3,303,30,JEFATURA DE PRODUCCIÓN ACCESORIOS,1005,,GPTW,NA , , ,,0,,85,85.1,100.1 %
2026,3,303,20,JEFATURA DE PRODUCCIÓN ACCESORIOS,3316,3.75,DÍAS DE WIP BOLSAS,6.5 dias ,7 dias ,100 % ,3.8,2,7 dias  -  100 %<BR>8 dias  -  80 %<BR>9 dias  -  60 %,85,85.1,100.1 %
2026,3,303,7,JEFATURA DE PRODUCCIÓN ACCESORIOS,3003,5.5,PRODUCTIVIDAD DE BILLETERAS,"6,641 pzs ","6,460 pzs ",102.8 % ,5.5,1,Mayor al 70 %,85,85.1,100.1 %
2026,3,307,1,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3701,25,VARIACIÓN ENTRE EL COSTO REAL DE MATERIALES DIRECTOS VS PRESUPUESTADO,"$ 5,483,694 ","$ 57,452,664 ",100 % ,25,2,,75,65.8,87.7 %
2026,3,307,9,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,1005,,GPTW,NA , , ,,0,,75,65.8,87.7 %
2026,3,307,2,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3702,20,VARIACIÓN ENTRE EL COSTO REAL DE MATERIALES INDIRECTOS VS PRESUPUESTADO,"$ 4,469,778 ","$ 5,325,236 ",100 % ,20,2,,75,65.8,87.7 %
2026,3,307,8,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,4 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,75,65.8,87.7 %
2026,3,307,3,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3703,10,AFECTACIÓN DE EXISTENCIAS EN MATERIALES POR MODIFICACIÓN EN CONSTANTES <BR> ( INVENTARIOS SOBRANTES DERIVADOS DE LOS CAMBIOS ),"$ 87,000 ",$ 0.01 ,50 % ,5,3,,75,65.8,87.7 %
2026,3,307,4,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3704,10,ENTREGA DE COSTEOS DE PRODUCTOS CUADRA,80 % ,100 % ,80 % ,8,3,100 %  -  100 %<BR>90 %  -  90 %<BR>80 %  -  80 %,75,65.8,87.7 %
2026,3,307,5,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,3705,,CUMPLIMIENTO DEL CALENDARIO DE <BR> DEPURACIÓN DE CONTANTES Y HERRAMENTALES <BR> ( RESULTADO SEMESTRAL | JUNIO Y DICIEMBRE ),NA , , ,,0,,75,65.8,87.7 %
2026,3,307,7,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,102 r,5,"AUDITORIA DE 5'S EN EL ÁREA DE INGENIERÍA DE COSTOS Y SISTEMAS",75 % ,100 % ,75 % ,3.8,3,Resultado Logrado,75,65.8,87.7 %
2026,3,307,6,JEFATURA DE INGENIERÍA DE COSTOS Y SISTEMA,101 dg,,AUDITORIAS INTERNAS DE INGENIERÍA DE COSTOS Y SISTEMA,NA , , ,,0,,75,65.8,87.7 %
2026,3,305,10,JEFATURA DE DESARROLLO ACCESORIOS,3510,8,PORCENTAJE DE REPROCESOS EN MUESTRAS Y LOTES PILOTO DE ACCESORIOS,50 % ,100 % ,50 % ,4,3,Resultado Logrado,48,37.9,79 %
2026,3,305,11,JEFATURA DE DESARROLLO ACCESORIOS,101 de,,AUDITORIAS INTERNAS DE DESARROLLO ACCESORIOS,NA , , ,,0,,48,37.9,79 %
2026,3,305,9,JEFATURA DE DESARROLLO ACCESORIOS,3509,4,CUMPLIMIENTO DE ENTREGA DE PRECOSTEO ACCESORIOS,77.5 % ,100 % ,77.5 % ,3.1,3,Resultado Logrado,48,37.9,79 %
2026,3,305,12,JEFATURA DE DESARROLLO ACCESORIOS,102 n,5,"AUDITORIA DE 5'S EN EL ÁREA DE ACCESORIOS",95.9 % ,100 % ,95.9 % ,4.8,3,Resultado Logrado,48,37.9,79 %
2026,3,305,13,JEFATURA DE DESARROLLO ACCESORIOS,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,4 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,48,37.9,79 %
2026,3,305,4,JEFATURA DE DESARROLLO ACCESORIOS,3504,9,CUMPLIMIENTO DE ANÁLISIS DE  VIABILIDAD Y FACTIBILIDAD,100 % ,100 % ,100 % ,9,1,Resultado Logrado,48,37.9,79 %
2026,3,305,8,JEFATURA DE DESARROLLO ACCESORIOS,3508,4,"CUMPLIMIENTO DE LOS AVANCES PARA CUMPLIR CON LOS DÍAS DE WIP <BR> 7 DÍAS EN PROTOTIPOS, MUESTRAS, LOTES PILOTO DE ACCESORIOS",28.2 % ,100 % ,28.2 % ,1.1,3,Resultado Logrado,48,37.9,79 %
2026,3,305,14,JEFATURA DE DESARROLLO ACCESORIOS,1005,,GPTW,NA , , ,,0,,48,37.9,79 %
2026,3,305,5,JEFATURA DE DESARROLLO ACCESORIOS,3505,,CUMPLIMIENTO DE ENTREGABLES EN LA ETAPA DE <BR> MUESTRAS A INGENIERÍA DE COSTOS Y CONSUMOS ( SEMESTRAL ),NA , , ,,0,,48,37.9,79 %
2026,3,305,2,JEFATURA DE DESARROLLO ACCESORIOS,3502,9,CUMPLIMIENTO EN LA PRESENTACIÓN DE LOS AMEF VS CALENDARIO ESTABLECIDO,90.8 % ,100 % ,90.8 % ,8.2,3,Resultado Logrado,48,37.9,79 %
2026,3,305,7,JEFATURA DE DESARROLLO ACCESORIOS,3507,4,EFECTIVIDAD EN EL PAQUETE TÉCNICO Y ENTREGABLES <BR> EN LA LIBERACIÓN DEL MODELO A PRODUCCIÓN,92.3 % ,100 % ,92.3 % ,3.7,3,Resultado Logrado,48,37.9,79 %
2026,3,305,3,JEFATURA DE DESARROLLO ACCESORIOS,3503,,CUMPLIMIENTO EN EL CALENDARIO DE LIBERACIONES <BR> VS. CALENDARIO ESTABLECIDO ACCESORIOS ( SEMESTRAL ),NA , , ,,0,,48,37.9,79 %
2026,3,305,1,JEFATURA DE DESARROLLO ACCESORIOS,3501,,ENTREGA DE PROTOTIPOS VS CALENDARIO ESTABLECIDO ACCESORIOS,NA , , ,,0,,48,37.9,79 %
2026,3,305,6,JEFATURA DE DESARROLLO ACCESORIOS,3506,,ENTREGA DE MUESTRAS VS CALENDARIO ESTABLECIDO ACCESORIOS,NA , , ,,0,,48,37.9,79 %
2026,3,401,4,JEFATURA DE CAPITAL HUMANO,4104,10,AUDITORIAS DE 5´S EJECUTADAS VS PROGRAMADAS,91.7 % ,95 % ,80 % ,8,3,95 %  -  100 %<BR>90 %  -  80 %<BR>85 %  -  60 %,85,80.2,94.4 %
2026,3,401,5,JEFATURA DE CAPITAL HUMANO,101 ea,,AUDITORIAS INTERNAS DE CAPITAL HUMANO,NA , , ,,0,,85,80.2,94.4 %
2026,3,401,8,JEFATURA DE CAPITAL HUMANO,1005,,GPTW,NA , , ,,0,,85,80.2,94.4 %
2026,3,401,1,JEFATURA DE CAPITAL HUMANO,4101,30,CUMPLIMIENTO DEL TIEMPO DE CONTRATACIÓN (= 15 DÍAS HÁBILES),14 días hab. ,15 días hab. ,100 % ,30,2,,85,80.2,94.4 %
2026,3,401,3,JEFATURA DE CAPITAL HUMANO,4103,15,CUMPLIMIENTO DE NORMATIVA LEGAL EN SEGURIDAD E HIGIENE,82 % ,80 % ,82 % ,12.3,3,Mayor al 80 %,85,80.2,94.4 %
2026,3,401,2,JEFATURA DE CAPITAL HUMANO,4102,20,TOTAL DE CAPACITACIONES REALIZADAS VS CAPACITACIONES PLANEADAS,100 % ,90 % ,100 % ,20,1,Mayor al 90 %,85,80.2,94.4 %
2026,3,401,6,JEFATURA DE CAPITAL HUMANO,102 u,5,"AUDITORIA DE 5'S EN EL ÁREA DE CAPITAL HUMANO",97.8 % ,100 % ,97.8 % ,4.9,3,Resultado Logrado,85,80.2,94.4 %
2026,3,401,7,JEFATURA DE CAPITAL HUMANO,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,1.2 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,85,80.2,94.4 %
2026,3,402,2,JEFATURA DE GESTION DE CALIDAD,4202,25,INDICE DE PROCESOS DOCUMENTADOS VS PROCESOS PLANEADOS,90 % ,85 % ,90 % ,22.5,3,Mayor al 85 %,75,68.4,91.2 %
2026,3,402,6,JEFATURA DE GESTION DE CALIDAD,1005,,GPTW,NA , , ,,0,,75,68.4,91.2 %
2026,3,402,4,JEFATURA DE GESTION DE CALIDAD,102 v,5,"AUDITORIA DE 5'S EN EL ÁREA DE GESTION DE CALIDAD",98.9 % ,100 % ,98.9 % ,4.9,3,Resultado Logrado,75,68.4,91.2 %
2026,3,402,1,JEFATURA DE GESTION DE CALIDAD,4201,40,CUMPLIMIENTO DE AUDITORIAS INTERNAS,90 % ,85 % ,90 % ,36,3,Mayor al 85 %,75,68.4,91.2 %
2026,3,402,5,JEFATURA DE GESTION DE CALIDAD,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,1.2 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,75,68.4,91.2 %
2026,3,402,3,JEFATURA DE GESTION DE CALIDAD,101 eb,,AUDITORIAS INTERNAS DE SISTEMAS DE GESTIÓN,NA , , ,,0,,75,68.4,91.2 %
2026,3,306,13,JEFATURA DE INGENIERÍA DE PROCESOS,102 q,5,"AUDITORIA DE 5'S EN EL ÁREA DE INGENIERÍA DE PROCESOS",100 % ,100 % ,100 % ,5,1,Resultado Logrado,75,70,93.3 %
2026,3,306,8,JEFATURA DE INGENIERÍA DE PROCESOS,3302,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CINTOS ),108 pzs/hom ,92 pzs/hom ,100 % ,5,1,,75,70,93.3 %
2026,3,306,3,JEFATURA DE INGENIERÍA DE PROCESOS,3303,5,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CINTOS,$ 50.99 ,$ 51.11 ,100 % ,5,2,,75,70,93.3 %
2026,3,306,5,JEFATURA DE INGENIERÍA DE PROCESOS,3313,10,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CHAMARRAS,$ 464.46 ,$ 529.21 ,100 % ,10,2,,75,70,93.3 %
2026,3,306,10,JEFATURA DE INGENIERÍA DE PROCESOS,3312,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CHAMARRAS ),1.38 pzs/hom ,1.12 pzs/hom ,100 % ,5,1,,75,70,93.3 %
2026,3,306,12,JEFATURA DE INGENIERÍA DE PROCESOS,101 df,,AUDITORIAS INTERNAS DE INGENIERÍA DE PROCESOS,NA , , ,,0,,75,70,93.3 %
2026,3,306,9,JEFATURA DE INGENIERÍA DE PROCESOS,3307,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BILLETERAS ),4.35 pzs/hom ,4.19 pzs/hom ,100 % ,5,1,,75,70,93.3 %
2026,3,306,7,JEFATURA DE INGENIERÍA DE PROCESOS,3101,5,PRODUCTIVIDAD PARES / HOMBRE ( BOTAS ),3.75 prs/hom ,3.50 prs/hom ,100 % ,5,1,,75,70,93.3 %
2026,3,306,6,JEFATURA DE INGENIERÍA DE PROCESOS,3318,10,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BOLSAS,$ 332.99 ,$ 338.81 ,100 % ,10,2,,75,70,93.3 %
2026,3,306,11,JEFATURA DE INGENIERÍA DE PROCESOS,3317,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BOLSAS ),1.68 pzs/hom ,1.60 pzs/hom ,100 % ,5,1,,75,70,93.3 %
2026,3,306,4,JEFATURA DE INGENIERÍA DE PROCESOS,3308,5,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BILLETERAS,$ 120.34 ,$ 124.01 ,100 % ,5,2,,75,70,93.3 %
2026,3,306,2,JEFATURA DE INGENIERÍA DE PROCESOS,3102,10,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA DE BOTAS,$ 251.50 ,$ 239.01 ,60 % ,6,3,,75,70,93.3 %
2026,3,306,1,JEFATURA DE INGENIERÍA DE PROCESOS,3601,,CUMPLIMIENTO DEL PROGRAMA DE <BR> PROYECTOS DE MEJORA CONTINUA ( RESULTADO TRIMESTRAL ),NA , , ,,0,,75,70,93.3 %
2026,3,306,14,JEFATURA DE INGENIERÍA DE PROCESOS,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,4 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,75,70,93.3 %
2026,3,306,15,JEFATURA DE INGENIERÍA DE PROCESOS,1005,,GPTW,NA , , ,,0,,75,70,93.3 %
2026,3,103,7,JEFATURA DE PPCP,1307,10,CUMPLIMIENTO DEL PRESUPUESTO EN AVÍOS <BR> ( MATERIALES GESTIONADOS POR PPCP ),"$ 1,269,259 ","$ 2,773,348 ",45.8 % ,10,2,Menor al 110 %,95,82.4,86.7 %
2026,3,103,1,JEFATURA DE PPCP,1301,25,ADMINISTRACIÓN DE LA DEMANDA DE BOTAS,4 semanas ,4 semanas ,100 % ,25,6,Resultado Logrado,95,82.4,86.7 %
2026,3,103,5,JEFATURA DE PPCP,1305,10,ADMINISTRACIÓN DE LA DEMANDA DE BOLSAS,0 semanas ,4 semanas ,0 % ,0,7,Resultado Logrado,95,82.4,86.7 %
2026,3,103,6,JEFATURA DE PPCP,1306,10,EFECTIVIDAD DE ÍTEMS NEGROS / AMARILLOS VS NECESIDAD EN PREMONTADO <BR> ( ÍTEMS SIN EXISTENCIA O PARCIALIDADES DE AVÍO QUE CONTROLA PPCP ),0.9 items ,1 item ,100 % ,10,2,,95,82.4,86.7 %
2026,3,103,2,JEFATURA DE PPCP,1302,10,ADMINISTRACIÓN DE LA DEMANDA DE CINTOS,4 semanas ,4 semanas ,100 % ,10,6,Resultado Logrado,95,82.4,86.7 %
2026,3,103,8,JEFATURA DE PPCP,102 h,5,"AUDITORIA DE 5'S EN EL ÁREA DE PPCP",98.9 % ,100 % ,98.9 % ,4.9,3,Resultado Logrado,95,82.4,86.7 %
2026,3,103,4,JEFATURA DE PPCP,1304,10,ADMINISTRACIÓN DE LA DEMANDA DE CHAMARRAS,3 semanas ,4 semanas ,75 % ,7.5,3,Resultado Logrado,95,82.4,86.7 %
2026,3,103,9,JEFATURA DE PPCP,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,1.2 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,95,82.4,86.7 %
2026,3,103,3,JEFATURA DE PPCP,1303,10,ADMINISTRACIÓN DE LA DEMANDA DE BILLETERAS,4 semanas ,4 semanas ,100 % ,10,6,Resultado Logrado,95,82.4,86.7 %
2026,3,103,10,JEFATURA DE PPCP,1005,,GPTW,NA , , ,,0,,95,82.4,86.7 %
2026,3,309,4,JEFATURA DE MAQUILAS,3904,10,CUMPLIMIENTO EN EL REGRESOS DE MATERIALES SOBRANTES  AL ALMACÉN DE PIELES  <BR>  PARA PROGRAMAS DE BETA 7 <BR> ( REGRESOS EN UN MÁXIMO DE 28 DÍAS NATURALES DESPUÉS DE SU PROGRAMACIÓN ),100 % ,100 % ,100 % ,10,1,,95,67.3,70.8 %
2026,3,309,10,JEFATURA DE MAQUILAS,1005,,GPTW,NA , , ,,0,,95,67.3,70.8 %
2026,3,309,2,JEFATURA DE MAQUILAS,3902,15,CUMPLIMIENTO DE FECHAS DE ENTREGA DE MAQUILA EXTERNA DE CINTOS <BR> VS FECHAS ESTABLECIDAS DE ENTREGA <BR> ( MÁXIMO 13 DÍAS HÁBILES A PARTIR DE LA FECHA DE PROGRAMACIÓN ),91 % ,95 % ,90 % ,13.5,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,95,67.3,70.8 %
2026,3,309,1,JEFATURA DE MAQUILAS,3901,20,CUMPLIMIENTO DE FECHAS DE ENTREGA DE BETA 7 <BR> VS FECHAS ESTABLECIDAS DE ENTREGA <BR> ( MÁXIMO 17 DÍAS HÁBILES A PARTIR DE LA FECHA DE PROGRAMACIÓN ),91.5 % ,95 % ,90 % ,18,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,95,67.3,70.8 %
2026,3,309,3,JEFATURA DE MAQUILAS,3903,15,EFICIENCIA EN TIEMPO DE ENTREGA DE LOS PROVEEDORES DE AVÍOS <BR> ( CFI MÁXIMO 7 DÍAS HÁBILES Y MORAN MÁXIMO 8 DÍAS HÁBILES ),88 % ,95 % ,80 % ,12,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,95,67.3,70.8 %
2026,3,309,7,JEFATURA DE MAQUILAS,101 di,10,AUDITORIAS INTERNAS DE MAQUILAS,76.8 % ,85 % ,76.8 % ,0,5,Mayor al 85 %,95,67.3,70.8 %
2026,3,309,6,JEFATURA DE MAQUILAS,3906,5,EFICIENCIA EN LA ACTUALIZACIÓN DE COSTOS PARA MAQUILAS <BR> ( LOS COSTOS EN SISTEMA Y LOS DOCUMENTOS DE LA CARPETA DE ANEXOS  DEBEN<BR> SER ACTUALIZADOS EN MÁXIMO EN UNA SEMANA HÁBIL SIGUIENTE A SU RECEPCIÓN ),100 % ,100 % ,100 % ,5,1,,95,67.3,70.8 %
