01 Año,02 Mes,04 Id Cargo,03 Orden,05 Puesto,06 Id,07 Valor,08 KPI,09 Resultado,10 Objetivo,11 Valor Real,12 Calificacion,13 Tendencia,14 Parametros,15 Suma Valor,16 Suma Calificacion,17 Calificacion General
2026,2,302,11,JEFATURA DE PRODUCCIÓN BOTAS II,103 b,5,ROTACIÓN DE PERSONAL DE BOTAS,6.4 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,70,60.8,86.9 %
2026,2,302,9,JEFATURA DE PRODUCCIÓN BOTAS II,101 db,,AUDITORIAS INTERNAS DE PRODUCCIÓN BOTAS II,NA , , ,,0,,70,60.8,86.9 %
2026,2,302,3,JEFATURA DE PRODUCCIÓN BOTAS II,3101,7,PRODUCTIVIDAD PARES / HOMBRE ( BOTAS ),3.61 prs/hom ,3.50 prs/hom ,100 % ,7,1,,70,60.8,86.9 %
2026,2,302,7,JEFATURA DE PRODUCCIÓN BOTAS II,3105,5,REPROCESOS EN PLANTA ( LINEA DE BOTAS ),4.4 % ,5 % ,100 % ,5,2,5 %  -  100 %<BR>6.5 %  -  80 %<BR>8 %  -  60 %,70,60.8,86.9 %
2026,2,302,8,JEFATURA DE PRODUCCIÓN BOTAS II,3106,7,BAJAS DE CALIDAD EN PRODUCCIÓN ( LINEA DE BOTAS ),0 % ,0.5 % ,100 % ,7,2,0.5 %  -  100 %<BR>1 %  -  80 %<BR>1.5 %  -  60 %,70,60.8,86.9 %
2026,2,302,6,JEFATURA DE PRODUCCIÓN BOTAS II,3104,5,EFECTIVIDAD EN ENTREGAS A PT ( ANTIGÜEDAD DE LOTES EN WIP ),80.5 % ,100 % ,80.5 % ,4,3,Resultado Logrado,70,60.8,86.9 %
2026,2,302,5,JEFATURA DE PRODUCCIÓN BOTAS II,3103,7,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> DE MATERIALES DIRECTOS E INDIRECTOS,100 % ,95 % ,100 % ,7,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,70,60.8,86.9 %
2026,2,302,12,JEFATURA DE PRODUCCIÓN BOTAS II,1005,,GPTW,NA , , ,,0,,70,60.8,86.9 %
2026,2,302,10,JEFATURA DE PRODUCCIÓN BOTAS II,102 m,5,"AUDITORIA DE 5'S EN EL ÁREA DE BOTAS II",70.2 % ,100 % ,70.2 % ,3.5,3,Resultado Logrado,70,60.8,86.9 %
2026,2,302,1,JEFATURA DE PRODUCCIÓN BOTAS II,3001,22,PRODUCTIVIDAD DE BOTAS,"22,500 prs ","22,800 prs ",98.7 % ,21.7,3,Mayor al 70 %,70,60.8,86.9 %
2026,3,100,7,DIRECCIÓN MBC,1007,,TALEN REVIEW GERENCIAS ( PLAN DE DESARROLLO  ),NA , , ,,0,,70,63.3,90.4 %
2026,3,100,9,DIRECCIÓN MBC,1009,6,VENTAS DEPARTAMENTALES,"$ 1,797,118 ","$ 2,833,535 ",63.4 % ,3.8,3,Mayor al  %,70,63.3,90.4 %
2026,3,100,2,DIRECCIÓN MBC,1002,36,UTILIDADES DE OPERACIÓN,"$ 41,046,519 ","$ 35,567,616 ",115.4 % ,36,1,Mayor al 70 %,70,63.3,90.4 %
2026,3,100,3,DIRECCIÓN MBC,1003,,UTILIDADES DE OPERACIÓN CORPORATIVA,NA , , ,,0,,70,63.3,90.4 %
2026,3,100,10,DIRECCIÓN MBC,1010,3,INVERSIONES ( EFICIENCIA OPERATIVA TESEO ),46.7 % ,75 % ,46.7 % ,0,5,Mayor al 75 %,70,63.3,90.4 %
2026,3,100,6,DIRECCIÓN MBC,1006,,SUSSESION PLAN ( PLAN DE SUCESIÓN PARA GERENTES ),NA , , ,,0,,70,63.3,90.4 %
2026,3,100,5,DIRECCIÓN MBC,1005,,GPTW,NA , , ,,0,,70,63.3,90.4 %
2026,3,100,12,DIRECCIÓN MBC,1012,,DYNAMICS ( ERP MBC ),NA , , ,,0,,70,63.3,90.4 %
2026,3,100,11,DIRECCIÓN MBC,1011,5,PROCESOS ( MAPEO DE PROCESOS ),100 % ,80 % ,100 % ,5,1,Mayor al 80 %,70,63.3,90.4 %
2026,3,100,4,DIRECCIÓN MBC,1004,10,FLUJO DE EFECTIVO,84.8 % ,80 % ,84.8 % ,8.5,3,Mayor al 80 %,70,63.3,90.4 %
2026,3,100,1,DIRECCIÓN MBC,1001,10,VENTAS NETAS,"$ 148,104,164 ","$ 134,346,721 ",110.2 % ,10,1,Mayor al 70 %,70,63.3,90.4 %
2026,3,100,8,DIRECCIÓN MBC,1008,,TALEN REVIEW JEFATURAS ( INICIO DE PLAN ),NA , , ,,0,,70,63.3,90.4 %
2026,3,200,7,GERENCIA ADMINISTRATIVA,2004,4,CUENTAS POR COBRAR,58.2 dias ,60 dias ,97 % ,4,2,Menor al 130 %,67,64.7,96.6 %
2026,3,200,8,GERENCIA ADMINISTRATIVA,2005,4,CUENTAS POR PAGAR,34.0 dias ,40 dias ,85 % ,4,2,Menor al 130 %,67,64.7,96.6 %
2026,3,200,17,GERENCIA ADMINISTRATIVA,1005,,GPTW,NA , , ,,0,,67,64.7,96.6 %
2026,3,200,6,GERENCIA ADMINISTRATIVA,2003,5,GASTOS DE VENTA  ( GASTOS FIJOS QUE NO DEPENDEN DE LA VENTA ),"$ 2,686,002 ","$ 2,243,590 ",119.7 % ,4,3,Menor al 130 %,67,64.7,96.6 %
2026,3,200,5,GERENCIA ADMINISTRATIVA,2002,8,GASTOS DE CENTRO DE SERVICIOS,"$ 1,338,307 ","$ 1,343,467 ",99.6 % ,8,2,Menor al 130 %,67,64.7,96.6 %
2026,3,200,3,GERENCIA ADMINISTRATIVA,1004,8,FLUJO DE EFECTIVO,84.8 % ,80 % ,84.8 % ,6.8,3,Mayor al 80 %,67,64.7,96.6 %
2026,3,200,11,GERENCIA ADMINISTRATIVA,1008,,TALEN REVIEW JEFATURAS ( INICIO DE PLAN ),NA , , ,,0,,67,64.7,96.6 %
2026,3,200,2,GERENCIA ADMINISTRATIVA,1002,10,UTILIDADES DE OPERACIÓN,"$ 41,046,519 ","$ 35,567,616 ",115.4 % ,10,1,Mayor al 70 %,67,64.7,96.6 %
2026,3,200,14,GERENCIA ADMINISTRATIVA,101 c,,AUDITORIAS INTERNAS ADMINISTRATIVAS,NA , , ,,0,,67,64.7,96.6 %
2026,3,200,9,GERENCIA ADMINISTRATIVA,1006,,SUSSESION PLAN ( PLAN DE SUCESIÓN PARA GERENTES ),NA , , ,,0,,67,64.7,96.6 %
2026,3,200,13,GERENCIA ADMINISTRATIVA,1012,,DYNAMICS ( ERP MBC ),NA , , ,,0,,67,64.7,96.6 %
2026,3,200,1,GERENCIA ADMINISTRATIVA,1001,5,VENTAS NETAS,"$ 148,104,164 ","$ 134,346,721 ",110.2 % ,5,1,Mayor al 70 %,67,64.7,96.6 %
2026,3,200,16,GERENCIA ADMINISTRATIVA,103 f,3,ROTACIÓN DE PERSONAL ADMINISTRATIVO,1.2 % ,3 % ,100 % ,3,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,67,64.7,96.6 %
2026,3,200,12,GERENCIA ADMINISTRATIVA,1011,4,PROCESOS ( MAPEO DE PROCESOS ),100 % ,80 % ,100 % ,4,1,Mayor al 80 %,67,64.7,96.6 %
2026,3,200,15,GERENCIA ADMINISTRATIVA,102 b,8,"AUDITORIAS DE 5'S EN LAS ÁREAS DE ADMINISTRACION",100 % ,95 % ,100 % ,8,1,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,67,64.7,96.6 %
2026,3,200,10,GERENCIA ADMINISTRATIVA,1007,,TALEN REVIEW GERENCIAS ( PLAN DE DESARROLLO  ),NA , , ,,0,,67,64.7,96.6 %
2026,3,200,4,GERENCIA ADMINISTRATIVA,2001,8,GASTOS DE ADMINISTRACIÓN,"$ 3,217,510 ","$ 3,174,875 ",101.3 % ,7.9,3,Menor al 130 %,67,64.7,96.6 %
2026,3,1,1,MBC,1001,10,VENTAS NETAS,"$ 148,104,164 ","$ 134,346,721 ",110.2 % ,10,1,Mayor al 70 %,75,66.7,88.9 %
2026,3,1,17,MBC,1005,,GPTW,NA , , ,,0,,75,66.7,88.9 %
2026,3,1,2,MBC,1002,40,UTILIDADES DE OPERACIÓN,"$ 41,046,519 ","$ 35,567,616 ",115.4 % ,40,1,Mayor al 70 %,75,66.7,88.9 %
2026,3,1,11,MBC,1006,,SUSSESION PLAN ( PLAN DE SUCESIÓN PARA GERENTES ),NA , , ,,0,,75,66.7,88.9 %
2026,3,1,14,MBC,101,5,AUDITORIAS INTERNAS ( MBC ),51.9 % ,85 % ,51.9 % ,0,5,Mayor al 85 %,75,66.7,88.9 %
2026,3,1,13,MBC,1011,4,PROCESOS ( MAPEO DE PROCESOS ),100 % ,80 % ,100 % ,4,1,Mayor al 80 %,75,66.7,88.9 %
2026,3,1,12,MBC,1007,,TALEN REVIEW GERENCIAS ( PLAN DE DESARROLLO  ),NA , , ,,0,,75,66.7,88.9 %
2026,3,1,15,MBC,102 a,3,"AUDITORIAS DE 5'S ( MBC )",91.6 % ,95 % ,90 % ,2.7,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,75,66.7,88.9 %
2026,3,1,10,MBC,3009,3,BAJAS DE CALIDAD ( DEVOLUCIONES MAS BAJAS ),1.7 % ,0.5 % ,0 % ,0,4,0.5 %  -  100 %<BR>1 %  -  85 %<BR>1.5 %  -  70 %,75,66.7,88.9 %
2026,3,1,7,MBC,105,4,ENTREGAS A TIEMPO  |  TIENDAS CUADRA & CORRAL,100 | 100 ,95 % ,100 | 100 ,4,1,95 %  -  100 %<BR>90 %  -  80 %<BR>85 %  -  60 %,75,66.7,88.9 %
2026,3,1,16,MBC,103 a,3,ROTACIÓN DE PERSONAL MBC,2.4 % ,3 % ,100 % ,3,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,75,66.7,88.9 %
2026,3,1,4,MBC,104,3,DÍAS DE WIP  |  BOTAS & ACCESORIOS,11.4 | 6.2 ,12 | 7 ,100 | 100 ,3,2,12 | 7  -  100 %<BR>13 | 8  -  80 %<BR>14 | 9  -  60 %,75,66.7,88.9 %
2026,3,1,3,MBC,1003,,UTILIDADES DE OPERACIÓN CORPORATIVA,NA , , ,,0,,75,66.7,88.9 %
2026,3,300,12,GERENCIA OPERATIVA,1006,,SUSSESION PLAN ( PLAN DE SUCESIÓN PARA GERENTES ),NA , , ,,0,,77,60.4,78.4 %
2026,3,300,18,GERENCIA OPERATIVA,101 d,7,AUDITORIAS INTERNAS OPERATIVAS,76.8 % ,85 % ,76.8 % ,0,5,Mayor al 85 %,77,60.4,78.4 %
2026,3,300,21,GERENCIA OPERATIVA,1005,,GPTW,NA , , ,,0,,77,60.4,78.4 %
2026,3,300,19,GERENCIA OPERATIVA,102 c,5,"AUDITORIAS DE 5'S EN LAS ÁREAS DE OPERACIONES",90.1 % ,95 % ,90 % ,4.5,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,77,60.4,78.4 %
2026,3,300,13,GERENCIA OPERATIVA,1007,,TALEN REVIEW GERENCIAS ( PLAN DE DESARROLLO  ),NA , , ,,0,,77,60.4,78.4 %
2026,3,300,16,GERENCIA OPERATIVA,1011,4,PROCESOS ( MAPEO DE PROCESOS ),100 % ,80 % ,100 % ,4,1,Mayor al 80 %,77,60.4,78.4 %
2026,3,300,20,GERENCIA OPERATIVA,103 e,4,ROTACIÓN DE PERSONAL OPERACIONES,2.5 % ,3 % ,100 % ,4,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,77,60.4,78.4 %
2026,3,300,8,GERENCIA OPERATIVA,3006,6,DÍAS DE WIP  |  BOTAS Y ACCESORIOS,11.4 | 6.2 ,12 | 7 ,100 | 100 ,6,2,12 | 7  -  100 %<BR>13 | 8  -  80 %<BR>14 | 9  -  60 %,77,60.4,78.4 %
2026,3,300,10,GERENCIA OPERATIVA,3008,4,ENTREGAS A TIEMPO  |  TIENDAS CUADRA Y CORRAL,100 | 100 ,95 % ,100 | 100 ,4,1,95 %  -  100 %<BR>90 %  -  80 %<BR>85 %  -  60 %,77,60.4,78.4 %
2026,3,300,2,GERENCIA OPERATIVA,1002,5,UTILIDADES DE OPERACIÓN,"$ 41,046,519 ","$ 35,567,616 ",115.4 % ,5,1,Mayor al 70 %,77,60.4,78.4 %
2026,3,300,1,GERENCIA OPERATIVA,1001,5,VENTAS NETAS,"$ 148,104,164 ","$ 134,346,721 ",110.2 % ,5,1,Mayor al 70 %,77,60.4,78.4 %
2026,3,300,11,GERENCIA OPERATIVA,3009,4,BAJAS DE CALIDAD ( DEVOLUCIONES MAS BAJAS ),1.7 % ,0.5 % ,0 % ,0,4,0.5 %  -  100 %<BR>1 %  -  85 %<BR>1.5 %  -  70 %,77,60.4,78.4 %
2026,3,300,4,GERENCIA OPERATIVA,3002,4,PRODUCTIVIDAD DE CINTOS,"15,395 pzs ","15,770 pzs ",97.6 % ,3.9,3,Mayor al 70 %,77,60.4,78.4 %
2026,3,300,17,GERENCIA OPERATIVA,1012,,DYNAMICS ( ERP MBC ),NA , , ,,0,,77,60.4,78.4 %
2026,3,300,15,GERENCIA OPERATIVA,1010,5,INVERSIONES ( EFICIENCIA OPERATIVA TESEO ),46.7 % ,75 % ,46.7 % ,0,5,Mayor al 75 %,77,60.4,78.4 %
2026,3,300,14,GERENCIA OPERATIVA,1008,,TALEN REVIEW JEFATURAS ( INICIO DE PLAN ),NA , , ,,0,,77,60.4,78.4 %
2026,3,300,6,GERENCIA OPERATIVA,3004,4,PRODUCTIVIDAD DE CHAMARRAS,"2,763 pzs ","2,584 pzs ",106.9 % ,4,1,Mayor al 70 %,77,60.4,78.4 %
2026,3,300,7,GERENCIA OPERATIVA,3005,3,PRODUCTIVIDAD DE BOLSAS,"3,582 pzs ","3,572 pzs ",100.3 % ,3,1,Mayor al 70 %,77,60.4,78.4 %
2026,3,300,5,GERENCIA OPERATIVA,3003,3,PRODUCTIVIDAD DE BILLETERAS,"6,641 pzs ","6,460 pzs ",102.8 % ,3,1,Mayor al 70 %,77,60.4,78.4 %
2026,3,300,3,GERENCIA OPERATIVA,3001,7,PRODUCTIVIDAD DE BOTAS,"23,931 prs ","22,800 prs ",105 % ,7,1,Mayor al 70 %,77,60.4,78.4 %
2026,3,300,9,GERENCIA OPERATIVA,3007,7,COSTO DE VENTA,64.2 % ,65 % ,98.8 % ,7,2,Menor al 130 %,77,60.4,78.4 %
2026,3,104,9,JEFATURA DE LOGÍSTICA,101 b,10,AUDITORIAS INTERNAS DE LOGÍSTICA,45.4 % ,85 % ,45.4 % ,0,5,Mayor al 85 %,81,46.9,57.9 %
2026,3,104,3,JEFATURA DE LOGÍSTICA,1402,10,ROTACIÓN INVENTARIO MTS,0.4 vueltas ,0.8 vueltas ,50.5 % ,5.1,3,Resultado Logrado,81,46.9,57.9 %
2026,3,104,11,JEFATURA DE LOGÍSTICA,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,4 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,81,46.9,57.9 %
2026,3,104,10,JEFATURA DE LOGÍSTICA,102 i,5,"AUDITORIA DE 5'S EN EL ÁREA DE LOGÍSTICA",95.4 % ,100 % ,95.4 % ,4.8,3,Resultado Logrado,81,46.9,57.9 %
2026,3,104,7,JEFATURA DE LOGÍSTICA,1404,5,SERVICIO DISTRIBUIDORES MX,0 % ,80 % ,0 % ,0,5,Mayor al 80 %,81,46.9,57.9 %
2026,3,104,8,JEFATURA DE LOGÍSTICA,1405,5,SERVICIO MARKETPLACE,0 % ,80 % ,0 % ,0,5,Mayor al 80 %,81,46.9,57.9 %
2026,3,104,4,JEFATURA DE LOGÍSTICA,1403,8,DÍAS DE PISO NACIONAL,47.0 dias ,35 dias ,0 % ,0,4,35 dias  -  100 %<BR>37.5 dias  -  80 %<BR>40 dias  -  60 %,81,46.9,57.9 %
2026,3,104,2,JEFATURA DE LOGÍSTICA,1401,8,VENTAS POR LÍNEA,99.6 % ,80 % ,99.6 % ,8,3,Mayor al 80 %,81,46.9,57.9 %
2026,3,104,12,JEFATURA DE LOGÍSTICA,1005,,GPTW,NA , , ,,0,,81,46.9,57.9 %
2026,3,104,1,JEFATURA DE LOGÍSTICA,1001,25,VENTAS NETAS,"$ 148,104,164 ","$ 134,346,721 ",110.2 % ,25,1,Mayor al 70 %,81,46.9,57.9 %
2026,3,201,6,JEFATURA DE CONTABILIDAD,2102,20,ENTREGA DE CIERRE MENSUAL,100 % ,80 % ,100 % ,20,1,Mayor al 80 %,85,81.1,95.4 %
2026,3,201,9,JEFATURA DE CONTABILIDAD,102 j,5,"AUDITORIA DE 5'S EN EL ÁREA DE ADMINISTRACIÓN",100 % ,100 % ,100 % ,5,1,Resultado Logrado,85,81.1,95.4 %
2026,3,201,5,JEFATURA DE CONTABILIDAD,2101,15,EFECTIVIDAD EN EL CUMPLIMIENTO DE NOTAS DE CRÉDITO POR PRONTO PAGO,79 % ,70 % ,79 % ,11.9,3,Mayor al 70 %,85,81.1,95.4 %
2026,3,201,2,JEFATURA DE CONTABILIDAD,1004,5,FLUJO DE EFECTIVO,84.8 % ,80 % ,84.8 % ,4.2,3,Mayor al 80 %,85,81.1,95.4 %
2026,3,201,7,JEFATURA DE CONTABILIDAD,2103,20,PRESENTACIÓN DE IMPUESTOS,100 % ,100 % ,100 % ,20,1,Mayor al 100 %,85,81.1,95.4 %
2026,3,201,10,JEFATURA DE CONTABILIDAD,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,1.2 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,85,81.1,95.4 %
2026,3,201,3,JEFATURA DE CONTABILIDAD,2004,5,CUENTAS POR COBRAR,58.2 dias ,60 dias ,97 % ,5,2,Menor al 130 %,85,81.1,95.4 %
2026,3,201,1,JEFATURA DE CONTABILIDAD,1002,5,UTILIDADES DE OPERACIÓN,"$ 41,046,519 ","$ 35,567,616 ",115.4 % ,5,1,Mayor al 70 %,85,81.1,95.4 %
2026,3,201,11,JEFATURA DE CONTABILIDAD,1005,,GPTW,NA , , ,,0,,85,81.1,95.4 %
2026,3,201,4,JEFATURA DE CONTABILIDAD,2005,5,CUENTAS POR PAGAR,34.0 dias ,40 dias ,85 % ,5,2,Menor al 130 %,85,81.1,95.4 %
2026,3,201,8,JEFATURA DE CONTABILIDAD,101 c,,AUDITORIAS INTERNAS ADMINISTRATIVAS,NA , , ,,0,,85,81.1,95.4 %
2026,3,102,6,JEFATURA DE CALIDAD,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,4 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,95,57,60 %
2026,3,102,7,JEFATURA DE CALIDAD,1005,,GPTW,NA , , ,,0,,95,57,60 %
2026,3,102,5,JEFATURA DE CALIDAD,102 g,5,"AUDITORIA DE 5'S EN EL ÁREA DE CALIDAD",100 % ,100 % ,100 % ,5,1,Resultado Logrado,95,57,60 %
2026,3,102,1,JEFATURA DE CALIDAD,3009,25,BAJAS DE CALIDAD ( DEVOLUCIONES MAS BAJAS ),1.7 % ,0.5 % ,0 % ,0,4,0.5 %  -  100 %<BR>1 %  -  85 %<BR>1.5 %  -  70 %,95,57,60 %
2026,3,102,4,JEFATURA DE CALIDAD,1203,10,PORCENTAJE DE EFECTIVIDAD EN <BR> LOS PUNTOS DE INSPECCIÓN DEL PRODUCTO,97.6 % ,95 % ,100 % ,10,1,95 %  -  100 %<BR>90 %  -  80 %<BR>80 %  -  70 %,95,57,60 %
2026,3,102,2,JEFATURA DE CALIDAD,1201,30,"PORCENTAJE DE EFECTIVIDAD 'BIEN A LA PRIMERA'",85.7 % ,95 % ,70 % ,21,3,95 %  -  100 %<BR>90 %  -  80 %<BR>80 %  -  70 %,95,57,60 %
2026,3,102,3,JEFATURA DE CALIDAD,1202,20,CALIFICACIÓN REPETIBILIDAD & REPRODUCIBILIDAD <BR> ( UNIFICACIÓN DE CRITERIOS DE INSPECCIÓN ),93 % ,95 % ,85 % ,17,3,95 %  -  100 %<BR>85 %  -  85 %<BR>75 %  -  75 %,95,57,60 %
2026,3,400,4,GERENCIA DE CAPITAL HUMANO,1008,,TALEN REVIEW JEFATURAS ( INICIO DE PLAN ),NA , , ,,0,,30,30,100 %
2026,3,400,8,GERENCIA DE CAPITAL HUMANO,1005,,GPTW,NA , , ,,0,,30,30,100 %
2026,3,400,7,GERENCIA DE CAPITAL HUMANO,102 d,10,"AUDITORIAS DE 5'S EN LAS ÁREAS DE CAPITAL HUMANO",97.8 % ,95 % ,100 % ,10,1,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,30,30,100 %
2026,3,400,1,GERENCIA DE CAPITAL HUMANO,103 a,15,ROTACIÓN DE PERSONAL MBC,2.4 % ,3 % ,100 % ,15,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,30,30,100 %
2026,3,400,5,GERENCIA DE CAPITAL HUMANO,1011,5,PROCESOS ( MAPEO DE PROCESOS ),100 % ,80 % ,100 % ,5,1,Mayor al 80 %,30,30,100 %
2026,3,400,2,GERENCIA DE CAPITAL HUMANO,1006,,SUSSESION PLAN ( PLAN DE SUCESIÓN PARA GERENTES ),NA , , ,,0,,30,30,100 %
2026,3,400,6,GERENCIA DE CAPITAL HUMANO,101 e,,AUDITORIAS INTERNAS CAPITAL HUMANO,NA , , ,,0,,30,30,100 %
2026,3,400,3,GERENCIA DE CAPITAL HUMANO,1007,,TALEN REVIEW GERENCIAS ( PLAN DE DESARROLLO  ),NA , , ,,0,,30,30,100 %
2026,3,101,7,JEFATURA DE COMPRAS,1107,5,CIERRE DE INVENTARIO DEL ALMACÉN DE MATERIA PRIMA,3 días hab. ,3 días hab. ,100 % ,5,2,,80,66,82.5 %
2026,3,101,6,JEFATURA DE COMPRAS,1106,5,CIERRE DE INVENTARIO DEL ALMACÉN DE PIELES,1 días hab. ,3 días hab. ,100 % ,5,2,,80,66,82.5 %
2026,3,101,9,JEFATURA DE COMPRAS,101 a,10,AUDITORIAS INTERNAS DE COMPRAS,33.5 % ,85 % ,33.5 % ,0,5,Mayor al 85 %,80,66,82.5 %
2026,3,101,12,JEFATURA DE COMPRAS,102 f,5,"AUDITORIA DE 5'S EN EL ÁREA DE COMPRAS",94.1 % ,100 % ,94.1 % ,4.7,3,Resultado Logrado,80,66,82.5 %
2026,3,101,5,JEFATURA DE COMPRAS,1105,20,PIEZAS PLANEADAS VS PIEZAS PROGRAMADAS,87.5 % ,80 % ,87.5 % ,17.5,3,Mayor al 80 %,80,66,82.5 %
2026,3,101,3,JEFATURA DE COMPRAS,1103,,PARES PROGRAMADOS VS PARES NO SURTIDOS DE BOTAS,NA , , ,,0,,80,66,82.5 %
2026,3,101,14,JEFATURA DE COMPRAS,1005,,GPTW,NA , , ,,0,,80,66,82.5 %
2026,3,101,1,JEFATURA DE COMPRAS,1101,20,PRESUPUESTO DEL INVENTARIO DEL ALMACÉN DE PIELES,"$ 79,956,225 ","$ 106,218,803 ",75.3 % ,20,2,Menor al 110 %,80,66,82.5 %
2026,3,101,13,JEFATURA DE COMPRAS,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,4 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,80,66,82.5 %
2026,3,101,2,JEFATURA DE COMPRAS,1102,5,PRESUPUESTO DEL INVENTARIO DEL ALMACÉN DE MATERIA PRIMA,"$ 25,182,637 ","$ 24,078,896 ",104.6 % ,4.8,3,Menor al 110 %,80,66,82.5 %
2026,3,101,8,JEFATURA DE COMPRAS,2005,5,CUENTAS POR PAGAR,34.0 dias ,40 dias ,85 % ,5,2,Menor al 130 %,80,66,82.5 %
2026,3,304,5,JEFATURA DE DESARROLLO BOTAS,3405,,CUMPLIMIENTO DE ENTREGABLES <BR> EN LA ETAPA DE MUESTRAS A INGENIERIA DE COSTOS Y SISTEMAS,NA , , ,,0,,35,25.5,72.9 %
2026,3,304,6,JEFATURA DE DESARROLLO BOTAS,3406,,ENTREGA DE MUESTRAS VS CALENDARIO ESTABLECIDO BOTAS,NA , , ,,0,,35,25.5,72.9 %
2026,3,304,4,JEFATURA DE DESARROLLO BOTAS,3404,9,CUMPLIMIENTO DE ANÁLISIS DE  VIABILIDAD Y FACTIBILIDAD,100 % ,100 % ,100 % ,9,1,Resultado Logrado,35,25.5,72.9 %
2026,3,304,2,JEFATURA DE DESARROLLO BOTAS,3402,,CUMPLIMIENTO EN EL CALENDARIO DE AMEF <BR> VS CALENDARIO ESTABLECIDO,NA , , ,,0,,35,25.5,72.9 %
2026,3,304,3,JEFATURA DE DESARROLLO BOTAS,3403,,CUMPLIMIENTO EN EL CALENDARIO DE LIBERACIONES <BR> VS CALENDARIO ESTABLECIDO BOTAS ( RESULTADO SEMESTRAL ),NA , , ,,0,,35,25.5,72.9 %
2026,3,304,9,JEFATURA DE DESARROLLO BOTAS,3409,4,"CUMPLIMIENTO EN LOS AVANCES DE WIP EN SISTEMA, <BR> 12 DÍAS EN BOTAS PROTOTIPOS, MUESTRAS Y LOTES PILOTO",32.4 % ,100 % ,32.4 % ,1.3,3,Resultado Logrado,35,25.5,72.9 %
2026,3,304,12,JEFATURA DE DESARROLLO BOTAS,101 dd,,AUDITORIAS INTERNAS DE DESARROLLO BOTAS,NA , , ,,0,,35,25.5,72.9 %
2026,3,304,11,JEFATURA DE DESARROLLO BOTAS,3411,8,PORCENTAJE DE REPROCESOS EN MUESTRAS Y LOTES PILOTO DE BOTAS,49.2 % ,100 % ,49.2 % ,3.9,3,Resultado Logrado,35,25.5,72.9 %
2026,3,304,13,JEFATURA DE DESARROLLO BOTAS,102 o,5,"AUDITORIA DE 5'S EN EL ÁREA DE DESARROLLO BOTAS",84.9 % ,100 % ,84.9 % ,4.2,3,Resultado Logrado,35,25.5,72.9 %
2026,3,304,15,JEFATURA DE DESARROLLO BOTAS,1005,,GPTW,NA , , ,,0,,35,25.5,72.9 %
2026,3,304,14,JEFATURA DE DESARROLLO BOTAS,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,4 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,35,25.5,72.9 %
2026,3,304,7,JEFATURA DE DESARROLLO BOTAS,3407,,EFECTIVIDAD EN EL PAQUETE TÉCNICO <BR> Y ENTREGABLES EN LA LIBERACIÓN DEL MODELO A PRODUCCIÓN,NA , , ,,0,,35,25.5,72.9 %
2026,3,304,1,JEFATURA DE DESARROLLO BOTAS,3401,,ENTREGA DE PROTOTIPOS VS CALENDARIO BOTAS,NA , , ,,0,,35,25.5,72.9 %
2026,3,304,8,JEFATURA DE DESARROLLO BOTAS,3408,,CUMPLIMIENTO DE ENTREGAS DE PAQUETES TÉCNICOS CONFORME A CALENDARIO DE ENTREGA DE BETA 7,NA , , ,,0,,35,25.5,72.9 %
2026,3,304,10,JEFATURA DE DESARROLLO BOTAS,3410,4,CUMPLIMIENTO DE ENTREGA DE PRECOSTEO BOTAS,77.5 % ,100 % ,77.5 % ,3.1,3,Resultado Logrado,35,25.5,72.9 %
